Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
SULT2A1		19q13.33	DEL	7	1.4%	No
TAGLN		11q23.3	AMP	7	1.4%	No
TBXAS1		7q34	AMP	7	1.4%	No
TDGF1		3p21.31	DEL	7	1.4%	No
TFRC		3q29	DEL	7	1.4%	Yes
TGM1		14q12	AMP	7	1.4%	No
KLF10		8q22.3	AMP	7	1.4%	No
TIMP2		17q25.3	AMP	7	1.4%	No
TNNC1		3p21.1	DEL	7	1.4%	No
TSTA3		8q24.3	DEL	7	1.4%	No
TULP2		19q13.33	DEL	7	1.4%	No
XG		Xp22.33	DEL	7	1.4%	No
ZIC3		Xq26.3	AMP	7	1.4%	No
ZYX		7q34	AMP	7	1.4%	No
IFRD2		3p21.31	DEL	7	1.4%	No
MAPKAPK3		3p21.2	DEL	7	1.4%	No
SEMA3B		3p21.31	DEL	7	1.4%	No
MANF		3p21.2	DEL	7	1.4%	No
ARHGEF5		7q35	AMP	7	1.4%	No
NUP214		9q34.13	AMP	7	1.4%	Yes
LHX3		9q34.3	AMP	7	1.4%	No
PABPN1		14q11.2	AMP	7	1.4%	No
SYMPK		19q13.32	DEL	7	1.4%	No
GTPBP6		Xp22.33 and Yp11.31	DEL	7	1.4%	No
AKAP17A		Xp22.33 and Yp11.2	DEL	7	1.4%	No
BAP1		3p21.1	DEL	7	1.4%	Yes
HYAL3		3p21.31	DEL	7	1.4%	No
PPFIBP1		12p11.23-p11.22	AMP	7	1.4%	Yes
CBX4		17q25.3	AMP	7	1.4%	No
PPFIA3		19q13.33	DEL	7	1.4%	No
ASMTL		Xp22.33 and Yp11.2	DEL	7	1.4%	Yes
HYAL2		3p21.31	DEL	7	1.4%	No
NAPA		19q13.32-q13.33	DEL	7	1.4%	No
CDC123		10p14-p13	AMP	7	1.4%	No
AP1G2		14q11.2	AMP	7	1.4%	No
GYG2		Xp22.33	DEL	7	1.4%	No
PGLYRP1		19q13.32	DEL	7	1.4%	No
CCRL2		3p21.31	DEL	7	1.4%	No
SLC7A7		14q11.2	AMP	7	1.4%	No
SLC16A3		17q25.3	AMP	7	1.4%	No
RRP9		3p21.2	DEL	7	1.4%	No
TMEM257		Xq27.3	AMP	7	1.4%	No
HGS		17q25.3	AMP	7	1.4%	No
PCSK7		11q23.3	AMP	7	1.4%	Yes
ZBED1		Xp22.33 and Yp11.2	DEL	7	1.4%	No
CACNA2D2		3p21.31	DEL	7	1.4%	No
CYTH2		19q13.33	DEL	7	1.4%	No
PIWIL1		12q24.33	AMP	7	1.4%	No
CPNE6		14q11.2	AMP	7	1.4%	No
KL		13q13.1	DEL	7	1.4%	No
ARHGEF6		Xq26.3	AMP	7	1.4%	No
TBX4		17q23.2	AMP	7	1.4%	No
RUBCN		3q29	DEL	7	1.4%	No
FAM131B		7q34	AMP	7	1.4%	No
DCAF1		3p21.2	DEL	7	1.4%	No
TCAF1		7q35	AMP	7	1.4%	No
EIF4A3		17q25.3	AMP	7	1.4%	No
ZNF623		8q24.3	DEL	7	1.4%	No
TOX4		14q11.2	AMP	7	1.4%	No
MRC2		17q23.2	AMP	7	1.4%	No
SEC16A		9q34.3	AMP	7	1.4%	No
REC8		14q12	AMP	7	1.4%	No
PARP3		3p21.2	DEL	7	1.4%	Yes
SAE1		19q13.32	DEL	7	1.4%	No
LPAR6		13q14.2	DEL	7	1.4%	No
TNK2		3q29	DEL	7	1.4%	No
ALYREF		17q25.3	AMP	7	1.4%	No
DHRS2		14q11.2	AMP	7	1.4%	No
RAMP3		7p13	AMP	7	1.4%	No
EFS		14q11.2	AMP	7	1.4%	No
IRF9		14q12	AMP	7	1.4%	No
PRMT5		14q11.2	AMP	7	1.4%	No
TUBGCP3		13q34	AMP	7	1.4%	No
C1ORF61		1q22	AMP	7	1.4%	No
TM9SF1		14q12	AMP	7	1.4%	No
POMT1		9q34.13	AMP	7	1.4%	No
NPRL2		3p21.31	DEL	7	1.4%	No
CXCR6		3p21.31	DEL	7	1.4%	No
SEPTIN9		17q25.3	AMP	7	1.4%	Yes
CCR9		3p21.31	DEL	7	1.4%	No
ENTR1		9q34.3	AMP	7	1.4%	No
RUVBL2		19q13.33	DEL	7	1.4%	No
DHRS4		14q11.2	AMP	7	1.4%	No
KDELR1		19q13.33	DEL	7	1.4%	No
TLK2		17q23.2	AMP	7	1.4%	No
RIPK3		14q12	AMP	7	1.4%	No
CYB561D2		3p21.31	DEL	7	1.4%	No
TMEM115		3p21.31	DEL	7	1.4%	No
ADAMTS8		11q24.3	AMP	7	1.4%	No
KPTN		19q13.32	DEL	7	1.4%	No
NUDT5		10p14	AMP	7	1.4%	No
RASSF1		3p21.31	DEL	7	1.4%	No
NISCH		3p21.1	DEL	7	1.4%	No
SUPT16H		14q11.2	AMP	7	1.4%	No
FZD10		12q24.33	AMP	7	1.4%	No
SLC6A14		Xq23	AMP	7	1.4%	No
DDX42		17q23.3	AMP	7	1.4%	No
TUSC2		3p21.31	DEL	7	1.4%	No
TWF2		3p21.2	DEL	7	1.4%	No
FNDC3A		13q14.2	DEL	7	1.4%	No
CEP164		11q23.3	AMP	7	1.4%	No
SCAP		3p21.31	DEL	7	1.4%	No
ACIN1		14q11.2	AMP	7	1.4%	No
IGSF9B		11q25	AMP	7	1.4%	No
UNC13A		19p13.11	AMP	7	1.4%	No
PDS5B		13q13.1	DEL	7	1.4%	Yes
SETX		9q34.13	AMP	7	1.4%	No
RAD54L2		3p21.2	DEL	7	1.4%	No
ZC3H3		8q24.3	DEL	7	1.4%	No
FCHO1		19p13.11	AMP	7	1.4%	No
NUP205		7q33	AMP	7	1.4%	No
STAB1		3p21.1	DEL	7	1.4%	No
PMPCA		9q34.3	AMP	7	1.4%	No
ZC3H4		19q13.32	DEL	7	1.4%	No
NBEAL2		3p21.31	DEL	7	1.4%	No
KLHL18		3p21.31	DEL	7	1.4%	No
KHNYN		14q12	AMP	7	1.4%	No
SIK3		11q23.3	AMP	7	1.4%	No
FBXO46		19q13.32	DEL	7	1.4%	No
COMMD3		10p12.2	AMP	7	1.4%	No
SLC7A8		14q11.2	AMP	7	1.4%	No
RIMBP2		12q24.33	AMP	7	1.4%	No
ACAP2		3q29	DEL	7	1.4%	No
SYNGR4		19q13.33	DEL	7	1.4%	No
BACE1		11q23.3	AMP	7	1.4%	No
PPP1R15A		19q13.33	DEL	7	1.4%	No
SLC7A11		4q28.3	DEL	7	1.4%	No
EML2		19q13.32	DEL	7	1.4%	No
NAA80		3p21.31	DEL	7	1.4%	No
SLC24A2		9p22.1-p21.3	DEL	7	1.4%	No
PGLS		19p13.11	AMP	7	1.4%	No
NOCT		4q31.1	DEL	7	1.4%	No
ABHD14A		3p21.2	DEL	7	1.4%	No
PRKD2		19q13.32	DEL	7	1.4%	No
MXRA5		Xp22.33	DEL	7	1.4%	No
POC1A		3p21.2	DEL	7	1.4%	No
PTPN23		3p21.31	DEL	7	1.4%	No
DNAH1		3p21.1	DEL	7	1.4%	No
NGDN		14q11.2	AMP	7	1.4%	No
UPF2		10p14	AMP	7	1.4%	No
LRP10		14q11.2	AMP	7	1.4%	No
GPSM1		9q34.3	AMP	7	1.4%	No
CCDC9		19q13.32	DEL	7	1.4%	No
DKFZP434A062		9q34.3	AMP	7	1.4%	No
IRF2BP1		19q13.32	DEL	7	1.4%	No
OR2F1		7q35	AMP	7	1.4%	No
SLC13A4		7q33	AMP	7	1.4%	No
TINF2		14q12	AMP	7	1.4%	No
FGF21		19q13.33	DEL	7	1.4%	No
GNL3		3p21.1	DEL	7	1.4%	No
OR10G3		14q11.2	AMP	7	1.4%	No
OR10G2		14q11.2	AMP	7	1.4%	No
OR4E2		14q11.2	AMP	7	1.4%	No
SNORD62A		9q34.13	AMP	7	1.4%	No
SNORD61		Xq26.3	AMP	7	1.4%	No
TPK1		7q35	AMP	7	1.4%	No
BBC3		19q13.32	DEL	7	1.4%	Yes
CIDEB		14q12	AMP	7	1.4%	No
C5AR2		19q13.32	DEL	7	1.4%	No
RBMX		Xq26.3	AMP	7	1.4%	No
RPS6KA6		Xq21.1	AMP	7	1.4%	No
HTATSF1		Xq26.3	AMP	7	1.4%	No
PPP2R3B		Xp22.33 and Yp11.31	DEL	7	1.4%	No
SPCS1		3p21.1	DEL	7	1.4%	No
HIPK2		7q34	AMP	7	1.4%	No
WDR91		7q33	AMP	7	1.4%	No
ZBTB44		11q24.3	AMP	7	1.4%	No
SETD2		3p21.31	DEL	7	1.4%	Yes
CHMP4A		14q12	AMP	7	1.4%	No
STXBP6		14q12	AMP	7	1.4%	No
PRSS50		3p21.31	DEL	7	1.4%	No
STRN4		19q13.32	DEL	7	1.4%	No
RBM15B		3p21.2	DEL	7	1.4%	No
LRP12		8q22.3	AMP	7	1.4%	No
NOP53		19q13.33	DEL	7	1.4%	No
EMC9		14q12	AMP	7	1.4%	No
SIDT2		11q23.3	AMP	7	1.4%	No
ZNF706		8q22.3	AMP	7	1.4%	No
RNFT1		17q23.1	AMP	7	1.4%	No
CHCHD2		7p11.2	AMP	7	1.4%	No
C3ORF18		3p21.31	DEL	7	1.4%	No
HSD17B14		19q13.33	DEL	7	1.4%	No
DCXR		17q25.3	AMP	7	1.4%	No
ZNF219		14q11.2	AMP	7	1.4%	No
PBDC1		Xq13.3	AMP	7	1.4%	No
ERGIC2		12p11.22	AMP	7	1.4%	No
GMPR2		14q12	AMP	7	1.4%	No
SLC22A17		14q11.2	AMP	7	1.4%	No
WAC		10p12.1|10p12.1-p11.2	AMP	7	1.4%	No
ZMYND10		3p21.31	DEL	7	1.4%	No
UBR5		8q22.3	AMP	7	1.4%	Yes
TEX264		3p21.2	DEL	7	1.4%	No
HEMK1		3p21.31	DEL	7	1.4%	No
VGLL1		Xq26.3	AMP	7	1.4%	No
SFMBT1		3p21.1	DEL	7	1.4%	No
ANAPC11		17q25.3	AMP	7	1.4%	No
PHF7		3p21.1	DEL	7	1.4%	No
SIRT7		17q25.3	AMP	7	1.4%	No
AZIN1		8q22.3	AMP	7	1.4%	No
LUC7L2		7q34	AMP	7	1.4%	No
WBP11		12p12.3	AMP	7	1.4%	No
TLR9		3p21.2	DEL	7	1.4%	No
PCDH18		4q28.3	DEL	7	1.4%	No
ANKRD16		10p15.1	AMP	7	1.4%	No
LZTFL1		3p21.31	DEL	7	1.4%	No
TRPM4		19q13.33	DEL	7	1.4%	No
QPCTL		19q13.32	DEL	7	1.4%	No
FAM83E		19q13.33	DEL	7	1.4%	No
ELP6		3p21.31	DEL	7	1.4%	No
CC2D1A		19p13.12	AMP	7	1.4%	No
GPATCH4		1q22-q23.1	AMP	7	1.4%	No
RASIP1		19q13.33	DEL	7	1.4%	No
CHCHD3		7q32.3-q33	AMP	7	1.4%	No
HAUS4		14q11.2	AMP	7	1.4%	No
TMEM160		19q13.32	DEL	7	1.4%	No
C14ORF119		14q11.2	AMP	7	1.4%	No
PID1		2q36.3	DEL	7	1.4%	No
CCDC40		17q25.3	AMP	7	1.4%	No
RNF31		14q12	AMP	7	1.4%	No
RBM23		14q11.2	AMP	7	1.4%	No
C19ORF73		19q13.33	DEL	7	1.4%	No
SEC61A2		10p14	AMP	7	1.4%	No
PBRM1		3p21.1	DEL	7	1.4%	Yes
MAP1S		19p13.11	AMP	7	1.4%	No
PNMA8A		19q13.32	DEL	7	1.4%	No
TMEM143		19q13.33	DEL	7	1.4%	No
TMEM140		7q33	AMP	7	1.4%	No
PLCXD1		Xp22.33 and Yp11.32-p11.31	DEL	7	1.4%	No
DHRS4-AS1		14q11.2	AMP	7	1.4%	No
DHTKD1		10p14	AMP	7	1.4%	No
ARHGEF40		14q11.2	AMP	7	1.4%	No
ATF7IP		12p13.1	AMP	7	1.4%	No
H2AFJ		12p12.3	AMP	7	1.4%	No
GLT8D1		3p21.1	DEL	7	1.4%	No
WWC3		Xp22.2	DEL	7	1.4%	No
METTL3		14q11.2	AMP	7	1.4%	No
CABP5		19q13.33	DEL	7	1.4%	No
LTB4R2		14q12	AMP	7	1.4%	No
INPP5E		9q34.3	AMP	7	1.4%	No
SPHK2		19q13.33	DEL	7	1.4%	No
MEIS3		19q13.32	DEL	7	1.4%	No
SEMA3G		3p21.1	DEL	7	1.4%	No
SDR39U1		14q12	AMP	7	1.4%	No
PRDM10		11q24.3	AMP	7	1.4%	No
CCDC47		17q23.3	AMP	7	1.4%	No
AKR1B10		7q33	AMP	7	1.4%	No
PCBP4		3p21.2	DEL	7	1.4%	No
RPGRIP1		14q11.2	AMP	7	1.4%	No
CYSLTR2		13q14.2	DEL	7	1.4%	Yes
CAMK1D		10p13	AMP	7	1.4%	No
CBX8		17q25.3	AMP	7	1.4%	No
NDRG2		14q11.2	AMP	7	1.4%	No
PNMA8B		19q13.32	DEL	7	1.4%	No
NLGN4X		Xp22.32-p22.31	DEL	7	1.4%	No
RPTOR		17q25.3	AMP	7	1.4%	Yes
NYNRIN		14q12	AMP	7	1.4%	No
HOMEZ		14q11.2	AMP	7	1.4%	No
BAHCC1		17q25.3	AMP	7	1.4%	No
USP36		17q25.3	AMP	7	1.4%	No
PLEKHA4		19q13.33	DEL	7	1.4%	No
CHD8		14q11.2	AMP	7	1.4%	No
MAGEE1		Xq13.3	AMP	7	1.4%	No
FAM160B1		10q25.3	DEL	7	1.4%	No
EXOC4		7q33	AMP	7	1.4%	No
HAPLN2		1q23.1	AMP	7	1.4%	No
C14ORF93		14q11.2	AMP	7	1.4%	No
ABHD4		14q11.2	AMP	7	1.4%	No
HEATR6		17q23.1	AMP	7	1.4%	No
ELSPBP1		19q13.33	DEL	7	1.4%	No
CRLF2		Xp22.33 and Yp11.2	DEL	7	1.4%	Yes
DUS1L		17q25.3	AMP	7	1.4%	No
LIN7B		19q13.33	DEL	7	1.4%	No
KIF9		3p21.31	DEL	7	1.4%	No
CARD9		9q34.3	AMP	7	1.4%	No
HIF3A		19q13.32	DEL	7	1.4%	No
CDH24		14q11.2	AMP	7	1.4%	No
PARP12		7q34	AMP	7	1.4%	No
CREB3L2		7q33	AMP	7	1.4%	Yes
ENGASE		17q25.3	AMP	7	1.4%	No
IL25		14q11.2	AMP	7	1.4%	No
NT5DC2		3p21.1	DEL	7	1.4%	No
ZSWIM4		19p13.13-p13.12	AMP	7	1.4%	No
PYCR3		8q24.3	DEL	7	1.4%	No
CYREN		7q33	AMP	7	1.4%	No
ASPSCR1		17q25.3	AMP	7	1.4%	Yes
CARD14		17q25.3	AMP	7	1.4%	No
FKRP		19q13.32	DEL	7	1.4%	No
C19ORF57		19p13.12	AMP	7	1.4%	No
THTPA		14q11.2	AMP	7	1.4%	No
LRRC2		3p21.31	DEL	7	1.4%	No
FYCO1		3p21.31	DEL	7	1.4%	No
MAP7D3		Xq26.3	AMP	7	1.4%	No
OGFOD3		17q25.3	AMP	7	1.4%	No
COLGALT1		19p13.11	AMP	7	1.4%	No
IPO4		14q12	AMP	7	1.4%	No
MOB3B		9p21.2	DEL	7	1.4%	Yes
BAALC		8q22.3	AMP	7	1.4%	No
PODNL1		19p13.12	AMP	7	1.4%	No
PLBD1		12p13.1	AMP	7	1.4%	No
TTC26		7q34	AMP	7	1.4%	No
ADAMTS20		12q12	DEL	7	1.4%	No
ASMTL-AS1		Xp22.33 and Yp11.2	DEL	7	1.4%	No
WDR82		3p21.2	DEL	7	1.4%	No
DCAF11		14q12	AMP	7	1.4%	No
KDM7A		7q34	AMP	7	1.4%	No
RSPH6A		19q13.32	DEL	7	1.4%	No
UCK1		9q34.13	AMP	7	1.4%	No
GPR101		Xq26.3	AMP	7	1.4%	No
RTP3		3p21.31	DEL	7	1.4%	No
LRRC2-AS1		3p21.31	DEL	7	1.4%	No
JAM3		11q25	AMP	7	1.4%	No
GRWD1		19q13.33	DEL	7	1.4%	No
TSPAN10		17q25.3	AMP	7	1.4%	No
NACA4P		8q22.3	AMP	7	1.4%	No
CCDC8		19q13.32	DEL	7	1.4%	No
ZNF541		19q13.33	DEL	7	1.4%	No
IQCG		3q29	DEL	7	1.4%	No
FYTTD1		3q29	DEL	7	1.4%	No
SLC37A3		7q34	AMP	7	1.4%	No
JPH4		14q11.2	AMP	7	1.4%	No
SLITRK2		Xq27.3	AMP	7	1.4%	No
USP32		17q23.1-q23.2	AMP	7	1.4%	No
PRRC2B		9q34.13	AMP	7	1.4%	No
CBX2		17q25.3	AMP	7	1.4%	No
PLPP7		9q34.13	AMP	7	1.4%	No
ABHD14B		3p21.2	DEL	7	1.4%	No
LRCH3		3q29	DEL	7	1.4%	No
FBH1		10p15.1	AMP	7	1.4%	No
SLC35B4		7q33	AMP	7	1.4%	No
RAB2B		14q11.2	AMP	7	1.4%	No
ABHD13		13q33.3	AMP	7	1.4%	No
TIGD5		8q24.3	DEL	7	1.4%	No
AJUBA		14q11.2	AMP	7	1.4%	No
ZFHX2		14q11.2	AMP	7	1.4%	No
LMLN		3q29	DEL	7	1.4%	No
OR6W1P		7q34	AMP	7	1.4%	No
DCAF15		19p13.12	AMP	7	1.4%	No
STARD13		13q13.1-q13.2	DEL	7	1.4%	No
CARMIL3		14q11.2	AMP	7	1.4%	No
PPP1R3E		14q11.2	AMP	7	1.4%	No
ADCK2		7q34	AMP	7	1.4%	No
MAFG-DT		17q25.3	AMP	7	1.4%	No
NAPRT		8q24.3	DEL	7	1.4%	No
CCDC114		19q13.33	DEL	7	1.4%	No
LOC93429		19q13.32	DEL	7	1.4%	No
CGB5		19q13.33	DEL	7	1.4%	No
CGB7		19q13.33	DEL	7	1.4%	No
CGB8		19q13.33	DEL	7	1.4%	No
GNG8		19q13.32	DEL	7	1.4%	No
CGB1		19q13.33	DEL	7	1.4%	No
CGB2		19q13.33	DEL	7	1.4%	No
LMTK3		19q13.33	DEL	7	1.4%	No
C1QTNF1		17q25.3	AMP	7	1.4%	No
DHRS1		14q12	AMP	7	1.4%	No
CMTM5		14q11.2	AMP	7	1.4%	No
FTSJ3		17q23.3	AMP	7	1.4%	No
GPR62		3p21.2	DEL	7	1.4%	No
TMEM45B		11q24.3	AMP	7	1.4%	No
HIST4H4		12p12.3	AMP	7	1.4%	No
SPACA7		13q34	AMP	7	1.4%	No
MRPL52		14q11.2	AMP	7	1.4%	No
PSMB11		14q11.2	AMP	7	1.4%	No
CANT1		17q25.3	AMP	7	1.4%	Yes
TBC1D16		17q25.3	AMP	7	1.4%	No
NTN5		19q13.33	DEL	7	1.4%	No
IQGAP3		1q22	AMP	7	1.4%	No
NAXE		1q22	AMP	7	1.4%	No
ZDHHC19		3q29	DEL	7	1.4%	No
IQCF1		3p21.2	DEL	7	1.4%	No
GLYCTK		3p21.2	DEL	7	1.4%	No
PPM1M		3p21.2	DEL	7	1.4%	No
LSMEM2		3p21.31	DEL	7	1.4%	No
OR9A2		7q34	AMP	7	1.4%	No
TMEM139		7q34	AMP	7	1.4%	No
NOBOX		7q35	AMP	7	1.4%	No
OR2A14		7q35	AMP	7	1.4%	No
OR6B1		7q35	AMP	7	1.4%	No
OR2F2		7q35	AMP	7	1.4%	No
LRGUK		7q33	AMP	7	1.4%	No
SLITRK4		Xq27.3	AMP	7	1.4%	No
SPANXN3		Xq27.3	AMP	7	1.4%	No
HDX		Xq21.1	AMP	7	1.4%	No
ADGRG4		Xq26.3	AMP	7	1.4%	No
UPRT		Xq13.3	AMP	7	1.4%	No
MAGEE2		Xq13.3	AMP	7	1.4%	No
TRUB1		10q25.3	DEL	7	1.4%	No
PRICKLE1		12q12	DEL	7	1.4%	No
C12ORF60		12p13.1-p12.3	AMP	7	1.4%	No
MDP1		14q12	AMP	7	1.4%	No
MGAT5B		17q25.2	AMP	7	1.4%	No
TCAM1P		17q23.3	AMP	7	1.4%	No
EFCAB3		17q23.2	AMP	7	1.4%	No
NOTUM		17q25.3	AMP	7	1.4%	No
DACT3		19q13.32	DEL	7	1.4%	No
SIX5		19q13.32	DEL	7	1.4%	No
IGFL2		19q13.32	DEL	7	1.4%	No
CCDC12		3p21.31	DEL	7	1.4%	No
LOC154761		7q35	AMP	7	1.4%	No
CLEC2L		7q34	AMP	7	1.4%	No
FMC1		7q34	AMP	7	1.4%	No
BAALC-AS2		8q22.3	AMP	7	1.4%	No
LINGO2		9p21.2-p21.1	DEL	7	1.4%	No
C9ORF163		9q34.3	AMP	7	1.4%	No
FMR1NB		Xq27.3-q28	AMP	7	1.4%	No
ZDHHC15		Xq13.3	AMP	7	1.4%	No
FITM1		14q12	AMP	7	1.4%	No
REM2		14q11.2	AMP	7	1.4%	No
NOP9		14q12	AMP	7	1.4%	No
MARCH10		17q23.2	AMP	7	1.4%	No
ZNF114		19q13.33	DEL	7	1.4%	No
TTC24		1q22	AMP	7	1.4%	No
QSOX2		9q34.3	AMP	7	1.4%	No
ADAMTS15		11q24.3	AMP	7	1.4%	No
SPACA4		19q13.33	DEL	7	1.4%	No
FAM9B		Xp22.31	DEL	7	1.4%	No
EEF1DP3		13q13.1	DEL	7	1.4%	No
ADCY4		14q12	AMP	7	1.4%	No
NIBAN3		19p13.11	AMP	7	1.4%	No
SLC51A		3q29	DEL	7	1.4%	No
MUC20		3q29	DEL	7	1.4%	No
CENPX		17q25.3	AMP	7	1.4%	No
LRRC45		17q25.3	AMP	7	1.4%	No
CT83		Xq23	AMP	7	1.4%	No
DHRSX		Xp22.33 and Yp11.2	DEL	7	1.4%	No
SPATA19		11q25	AMP	7	1.4%	No
LOC220729		3q29	DEL	7	1.4%	No
UBN2		7q34	AMP	7	1.4%	No
MYADML2		17q25.3	AMP	7	1.4%	No
INAFM1		19q13.32	DEL	7	1.4%	No
SDHAP1		3q29	DEL	7	1.4%	No
NPB		17q25.3	AMP	7	1.4%	No
RNF214		11q23.3	AMP	7	1.4%	No
ALS2CL		3p21.31	DEL	7	1.4%	No
TMIE		3p21.31	DEL	7	1.4%	No
TAS2R39		7q34	AMP	7	1.4%	No
TAS2R40		7q34	AMP	7	1.4%	No
TAS2R41		7q35	AMP	7	1.4%	No
C11ORF44		11q24.3	AMP	7	1.4%	No
MIR4697HG		11q25	AMP	7	1.4%	No
LINC00641		14q11.2	AMP	7	1.4%	No
TSSK4		14q12	AMP	7	1.4%	No
LINC00685		Xp22.33 and Yp11.31	DEL	7	1.4%	No
CCDC57		17q25.3	AMP	7	1.4%	No
HEXD		17q25.3	AMP	7	1.4%	No
ENDOV		17q25.3	AMP	7	1.4%	No
TMEM105		17q25.3	AMP	7	1.4%	No
TPRX1		19q13.33	DEL	7	1.4%	No
MAMSTR		19q13.33	DEL	7	1.4%	No
IZUMO1		19q13.33	DEL	7	1.4%	No
LOC284454		19p13.12	AMP	7	1.4%	No
KIF9-AS1		3p21.31	DEL	7	1.4%	No
EPHA1-AS1		7q35	AMP	7	1.4%	No
TCAF2		7q35	AMP	7	1.4%	No
FAM78A		9q34.13	AMP	7	1.4%	No
TTC3P1		Xq13.3	AMP	7	1.4%	No
P2RY8		Xp22.33 and Yp11.2	DEL	7	1.4%	Yes
DHRS4L2		14q11.2	AMP	7	1.4%	No
SNORD8		14q11.2	AMP	7	1.4%	No
TAS2R60		7q35	AMP	7	1.4%	No
METTL2A		17q23.2	AMP	7	1.4%	No
ENPP7		17q25.3	AMP	7	1.4%	No
OXLD1		17q25.3	AMP	7	1.4%	No
CCDC137		17q25.3	AMP	7	1.4%	No
ARL16		17q25.3	AMP	7	1.4%	No
MYPOP		19q13.32	DEL	7	1.4%	No
NANOS2		19q13.32	DEL	7	1.4%	No
PRSS42P		3p21.31	DEL	7	1.4%	No
CTAGE6		7q35	AMP	7	1.4%	No
AGBL3		7q33	AMP	7	1.4%	No
MALRD1		10p12.31	AMP	7	1.4%	No
EBLN1		10p12.31	AMP	7	1.4%	No
NACA2		17q23.2	AMP	7	1.4%	No
NANOS3		19p13.12	AMP	7	1.4%	No
OR6V1		7q34	AMP	7	1.4%	No
OR2A12		7q35	AMP	7	1.4%	No
OR2A1		7q35	AMP	7	1.4%	No
STRA8		7q33	AMP	7	1.4%	No
KLRG2		7q34	AMP	7	1.4%	No
ARSH		Xp22.33	DEL	7	1.4%	No
ANKRD18DP		3q29	DEL	7	1.4%	No
LOC349160		7q33	AMP	7	1.4%	No
GSTK1		7q34	AMP	7	1.4%	No
IGFL1		19q13.32	DEL	7	1.4%	No
STIMATE		3p21.1	DEL	7	1.4%	No
SLC27A1		19p13.11	AMP	7	1.4%	No
PRSS45P		3p21.31	DEL	7	1.4%	No
REP15		12p11.22	AMP	7	1.4%	No
BHMG1		19q13.32	DEL	7	1.4%	No
IGFL3		19q13.32	DEL	7	1.4%	No
IQCF2		3p21.2	DEL	7	1.4%	No
IQCF5		3p21.2	DEL	7	1.4%	No
MUSTN1		3p21.1	DEL	7	1.4%	No
NUPR2		7p11.2	AMP	7	1.4%	No
FAM180A		7q33	AMP	7	1.4%	No
UBE2NL		Xq27.3	AMP	7	1.4%	No
OR5AU1		14q11.2	AMP	7	1.4%	No
OR2A25		7q35	AMP	7	1.4%	No
OR2A5		7q35	AMP	7	1.4%	No
TEX19		17q25.3	AMP	7	1.4%	No
IQCF3		3p21.2	DEL	7	1.4%	No
LINC00885		3q29	DEL	7	1.4%	No
RAB19		7q34	AMP	7	1.4%	No
OR2A7		7q35	AMP	7	1.4%	No
OR2A20P		7q35	AMP	7	1.4%	No
CD99P1		Xp22.33 and Yp11.2	DEL	7	1.4%	No
LINC00167		11q24.3	AMP	7	1.4%	No
SMCO3		12p12.3	AMP	7	1.4%	No
FZD10-AS1		12q24.33	AMP	7	1.4%	No
IQCF6		3p21.2	DEL	7	1.4%	No
SMIM4		3p21.1	DEL	7	1.4%	No
AKR1B15		7q33	AMP	7	1.4%	No
CTAGE15		7q35	AMP	7	1.4%	No
OR2A9P		7q35	AMP	7	1.4%	No
FLJ42969		8q22.3	AMP	7	1.4%	No
SPANXN4		Xq27.3	AMP	7	1.4%	No
OR2A2		7q35	AMP	7	1.4%	No
IGFL4		19q13.32	DEL	7	1.4%	No
ARHGEF35		7q35	AMP	7	1.4%	No
SPANXN1		Xq27.3	AMP	7	1.4%	No
SPANXN2		Xq27.3	AMP	7	1.4%	No
SLC7A11-AS1		4q28.3	DEL	7	1.4%	No
LINC00616		4q28.3	DEL	7	1.4%	No
ADARB2-AS1		10p15.3	AMP	7	1.4%	No
MROH6		8q24.3	DEL	7	1.4%	No
TMEM253		14q11.2	AMP	7	1.4%	No
CBLN3		14q12	AMP	7	1.4%	No
WFDC21P		17q23.1	AMP	7	1.4%	No
STMP1		7q33	AMP	7	1.4%	No
C13ORF42		13q14.3	DEL	7	1.4%	No
TBC1D3P1-DHX40P1		17q23.1	AMP	7	1.4%	No
LOC653653		17q23.1	AMP	7	1.4%	No
SEC1P		19q13.33	DEL	7	1.4%	No
TCAF2P1		7q35	AMP	7	1.4%	No
SNHG20		17q25.2	AMP	7	1.4%	No
SCARNA20		17q23.2	AMP	7	1.4%	No
SCARNA16		17q25.2	AMP	7	1.4%	No
SNORD9		14q11.2	AMP	7	1.4%	No
SNORD19		3p21.1	DEL	7	1.4%	No
SNORD23		19q13.33	DEL	7	1.4%	No
SNORD69		3p21.1	DEL	7	1.4%	No
SDHAP2		3q29	DEL	7	1.4%	No
FAM155A		13q33.3	AMP	7	1.4%	No
FAM157A		3q29	DEL	7	1.4%	No
ARHGEF34P		7q35	AMP	7	1.4%	No
DNLZ		9q34.3	AMP	7	1.4%	No
DHRS4L1		14q11.2	AMP	7	1.4%	No
SPANXB1		Xq27.1	AMP	7	1.4%	No
CCR2		3p21.31	DEL	7	1.4%	No
CCDC61		19q13.32	DEL	7	1.4%	No
SNORD19B		3p21.1	DEL	7	1.4%	No
FMR1-AS1		Xq27.3	AMP	7	1.4%	No
SNAR-G1		19q13.33	DEL	7	1.4%	No
SNAR-A1		19q13.33	DEL	7	1.4%	No
